source,target,year,mean
SYR,CHN,2002,1.64285714285714
THA,CHN,2002,2.416
TJK,CHN,2002,4.63333333333333
TKM,CHN,2002,0
TUR,CHN,2002,2.93333333333333
TWN,CHN,2002,0.8875
TZA,CHN,2002,0
UGA,CHN,2002,0
UKR,CHN,2002,1.63333333333333
USA,CHN,2002,2.5830985915493
UZB,CHN,2002,4
VEN,CHN,2002,2.11428571428571
VNM,CHN,2002,1.94285714285714
YEM,CHN,2002,1
ZAF,CHN,2002,2.21818181818182
BFA,CIV,2002,2.83333333333333
CHN,CIV,2002,1
FRA,CIV,2002,-2.25
LBR,CIV,2002,0
MLI,CIV,2002,1.33333333333333
SAU,CIV,2002,0
SEN,CIV,2002,4
TGO,CIV,2002,1.46666666666667
USA,CIV,2002,1
ZAF,CIV,2002,0
FRA,CMR,2002,1
NGA,CMR,2002,3.38888888888889
NZL,CMR,2002,2.8
AGO,COD,2002,1.65
BEL,COD,2002,2.1
COG,COD,2002,0
GBR,COD,2002,1
MWI,COD,2002,0
NAM,COD,2002,1.76
RWA,COD,2002,3.34615384615385
UGA,COD,2002,5.85714285714286
ZAF,COD,2002,3.28571428571429
ZMB,COD,2002,2.75
ZWE,COD,2002,2.15
AGO,COG,2002,1
NAM,COG,2002,3.4
UGA,COG,2002,5.13333333333333
USA,COG,2002,-2
ZAF,COG,2002,0
NZL,COK,2002,1.66666666666667
ARG,COL,2002,0
AUT,COL,2002,1
BRA,COL,2002,2.2
CHL,COL,2002,1
CHN,COL,2002,1.8
CUB,COL,2002,0
DOM,COL,2002,4.5
ECU,COL,2002,-3.3
ESP,COL,2002,1.81428571428571
GBR,COL,2002,3
HND,COL,2002,4.5
MEX,COL,2002,1
NLD,COL,2002,1
PAN,COL,2002,4
PER,COL,2002,1.58
PHL,COL,2002,0
TUR,COL,2002,2.8
USA,COL,2002,2.685
VAT,COL,2002,1
VEN,COL,2002,-0.05
PAK,COM,2002,2.8
SRB,COM,2002,1
AGO,CPV,2002,1
MDG,CPV,2002,2.8
PRT,CPV,2002,4
BRA,CRI,2002,0
CUB,CRI,2002,0
HND,CRI,2002,0
PAN,CRI,2002,4
SWZ,CRI,2002,1.9
TWN,CRI,2002,3.34615384615385
URY,CRI,2002,4
USA,CRI,2002,3.4
ARM,CUB,2002,1
ATG,CUB,2002,1.9
CAN,CUB,2002,1
CHN,CUB,2002,5.66666666666667
COL,CUB,2002,0
ECU,CUB,2002,3.3
ESP,CUB,2002,1.65
FJI,CUB,2002,0
GNQ,CUB,2002,2
GRC,CUB,2002,1
IRL,CUB,2002,1.9
IRQ,CUB,2002,3.4
ITA,CUB,2002,8
MEX,CUB,2002,1.816
MYS,CUB,2002,5.5
NZL,CUB,2002,2.8
RUS,CUB,2002,4
SVK,CUB,2002,4
URY,CUB,2002,2.45
USA,CUB,2002,0.567441860465116
VEN,CUB,2002,2.5
VNM,CUB,2002,1.45
ZAF,CUB,2002,2.95
ZWE,CUB,2002,1
AUS,CXR,2002,0
DNK,CYP,2002,0.666666666666667
GBR,CYP,2002,3
GRC,CYP,2002,1.85
HRV,CYP,2002,1
IND,CYP,2002,4.05333333333333
IRN,CYP,2002,4.5
MLT,CYP,2002,5.33333333333333
PHL,CYP,2002,1
RUS,CYP,2002,1
SVN,CYP,2002,8
TUR,CYP,2002,2
USA,CYP,2002,1.69
AFG,CZE,2002,1.68
AUT,CZE,2002,2.94117647058824
BGR,CZE,2002,1.8
BLR,CZE,2002,0
CAN,CZE,2002,4
CHE,CZE,2002,-2
CHN,CZE,2002,1.53571428571429
DEU,CZE,2002,0.8125
DNK,CZE,2002,3.4
DZA,CZE,2002,2.71428571428571
ECU,CZE,2002,1
ESP,CZE,2002,0.925
EST,CZE,2002,1.48
FRA,CZE,2002,5
GBR,CZE,2002,1.925
HRV,CZE,2002,2.5
HUN,CZE,2002,0.75
IDN,CZE,2002,6.16
IRL,CZE,2002,1
ISR,CZE,2002,1
ITA,CZE,2002,1.375
JPN,CZE,2002,1.75
KWT,CZE,2002,1.9
LTU,CZE,2002,1.34285714285714
LUX,CZE,2002,1
LVA,CZE,2002,2.88181818181818
MEX,CZE,2002,1
MLT,CZE,2002,7
NZL,CZE,2002,1.3
POL,CZE,2002,2.15789473684211
ROU,CZE,2002,1.45454545454545
RUS,CZE,2002,2.125
SAU,CZE,2002,1.9
SGP,CZE,2002,6.4
SRB,CZE,2002,1.5
SVK,CZE,2002,3.05121951219512
THA,CZE,2002,7
TUR,CZE,2002,2.63076923076923
USA,CZE,2002,2.83333333333333
VAT,CZE,2002,1
ZAF,CZE,2002,7.4
AFG,DEU,2002,2.99375
ARG,DEU,2002,0.5
ARM,DEU,2002,2.6
AUS,DEU,2002,1.49
AZE,DEU,2002,1
BEL,DEU,2002,1.33333333333333
BGD,DEU,2002,3.4
BGR,DEU,2002,4.625
CHL,DEU,2002,1
CHN,DEU,2002,3.06986301369863
CZE,DEU,2002,1.83333333333333
DJI,DEU,2002,3
DNK,DEU,2002,1
DZA,DEU,2002,3.1
EGY,DEU,2002,1.54545454545455
ESP,DEU,2002,1
ETH,DEU,2002,4.33333333333333
FIN,DEU,2002,1
FRA,DEU,2002,2.65652173913044
GBR,DEU,2002,2.58333333333333
GEO,DEU,2002,-1.6
GHA,DEU,2002,5.5
GRC,DEU,2002,3.88
HRV,DEU,2002,4.375
IDN,DEU,2002,4
IRN,DEU,2002,3.58
IRQ,DEU,2002,1.7
ISR,DEU,2002,2.175
ITA,DEU,2002,1.94117647058824
JPN,DEU,2002,1
KEN,DEU,2002,1
KGZ,DEU,2002,2.56428571428571
LTU,DEU,2002,2.325
LVA,DEU,2002,1
MEX,DEU,2002,2.95
MKD,DEU,2002,4
MYS,DEU,2002,4
NAM,DEU,2002,1
NGA,DEU,2002,4
NOR,DEU,2002,1
PAK,DEU,2002,1.45
PAN,DEU,2002,1
PER,DEU,2002,5.5
POL,DEU,2002,2.21538461538462
PRK,DEU,2002,1
PSE,DEU,2002,1
ROU,DEU,2002,2.34285714285714
RUS,DEU,2002,2.55433526011561
SDN,DEU,2002,1.9
SRB,DEU,2002,5.5
SVK,DEU,2002,3.73333333333333
SWE,DEU,2002,4
THA,DEU,2002,4
TKM,DEU,2002,1
TUR,DEU,2002,2.37777777777778
UKR,DEU,2002,6.46666666666667
USA,DEU,2002,0.951351351351351
UZB,DEU,2002,1.77647058823529
YEM,DEU,2002,1
ZAF,DEU,2002,4
ZWE,DEU,2002,-2
CHN,DJI,2002,3
DEU,DJI,2002,3.57142857142857
ETH,DJI,2002,8
KEN,DJI,2002,1.9
MYS,DJI,2002,2.8
SAU,DJI,2002,1.9
SEN,DJI,2002,1
SOM,DJI,2002,1.625
TCD,DJI,2002,1
VCT,DMA,2002,-5
AFG,DNK,2002,1
BGR,DNK,2002,1
CHE,DNK,2002,1
CHN,DNK,2002,8
CYP,DNK,2002,2
CZE,DNK,2002,3.53636363636364
DEU,DNK,2002,1.22222222222222
EGY,DNK,2002,1.86666666666667
FIN,DNK,2002,1
FRA,DNK,2002,2.8
GBR,DNK,2002,0
GEO,DNK,2002,0
GRC,DNK,2002,1.5875
HRV,DNK,2002,1
HUN,DNK,2002,0.666666666666667
IND,DNK,2002,2.68
IRN,DNK,2002,1
ISR,DNK,2002,2.6875
ITA,DNK,2002,2.5
JPN,DNK,2002,2.85555555555556
KOR,DNK,2002,4
KWT,DNK,2002,1
LTU,DNK,2002,1
NLD,DNK,2002,1
PAK,DNK,2002,1
POL,DNK,2002,1
PSE,DNK,2002,1.74
ROU,DNK,2002,1
RUS,DNK,2002,2.11904761904762
SDN,DNK,2002,2.8
SVK,DNK,2002,1.95
SVN,DNK,2002,1
SWE,DNK,2002,1
TUR,DNK,2002,1.43023255813953
UKR,DNK,2002,1
USA,DNK,2002,3.37692307692308
VNM,DNK,2002,1
ZAF,DNK,2002,2.8
HTI,DOM,2002,4.5
TWN,DOM,2002,1.75833333333333
BEL,DZA,2002,5.93333333333333
CAN,DZA,2002,5
CZE,DZA,2002,2.71428571428571
DEU,DZA,2002,1.9
ESP,DZA,2002,4.5
FRA,DZA,2002,3.7
GBR,DZA,2002,2.65
GRC,DZA,2002,1
IDN,DZA,2002,3
IRN,DZA,2002,1
ITA,DZA,2002,3.49
LBY,DZA,2002,5
MAR,DZA,2002,1.8
MDG,DZA,2002,3.2
QAT,DZA,2002,0
SDN,DZA,2002,3.4
SYR,DZA,2002,1.9
TUN,DZA,2002,2
UGA,DZA,2002,1
USA,DZA,2002,2.7625
ZAF,DZA,2002,1.9
BOL,ECU,2002,0.5
BRA,ECU,2002,1
CHL,ECU,2002,1
CHN,ECU,2002,1
COL,ECU,2002,-10
CUB,ECU,2002,2.8
CZE,ECU,2002,1
KOR,ECU,2002,4
MEX,ECU,2002,3.4
PER,ECU,2002,2.66666666666667
USA,ECU,2002,2.8
VAT,ECU,2002,3
ARE,EGY,2002,1
AUT,EGY,2002,2.8
BEL,EGY,2002,1
BFA,EGY,2002,1.5
BHR,EGY,2002,3.66666666666667
CHN,EGY,2002,2.65
CYP,EGY,2002,4
DEU,EGY,2002,1.92307692307692
DNK,EGY,2002,2.66666666666667
ERI,EGY,2002,1
ESP,EGY,2002,1
ETH,EGY,2002,1
FRA,EGY,2002,2.925
GBR,EGY,2002,2.80384615384615
GRC,EGY,2002,7
HRV,EGY,2002,1
IDN,EGY,2002,4.36875
IRL,EGY,2002,1
IRQ,EGY,2002,2.26129032258065
ISR,EGY,2002,2.69908256880734
ITA,EGY,2002,4
JOR,EGY,2002,0.817391304347826
JPN,EGY,2002,2.12666666666667
KEN,EGY,2002,3.7
KWT,EGY,2002,0.8
LBN,EGY,2002,2.42857142857143
LBY,EGY,2002,7.5
LTU,EGY,2002,1.9
MAR,EGY,2002,3.1
MLT,EGY,2002,7
MMR,EGY,2002,0
NER,EGY,2002,7
NLD,EGY,2002,1
OMN,EGY,2002,7
PAN,EGY,2002,1.9
POL,EGY,2002,2.8
PSE,EGY,2002,1.83611111111111
QAT,EGY,2002,3
RUS,EGY,2002,2.14166666666667
SAU,EGY,2002,1.91333333333333
SDN,EGY,2002,2.09473684210526
SEN,EGY,2002,1
SOM,EGY,2002,3.28571428571429
SYR,EGY,2002,2.96923076923077
TUN,EGY,2002,1.4
UGA,EGY,2002,3.34
UKR,EGY,2002,3.875
USA,EGY,2002,2.52924901185771
UZB,EGY,2002,8
YEM,EGY,2002,2.925
ZAF,EGY,2002,2.5
BEN,ERI,2002,2.5
CHN,ERI,2002,2.35
EGY,ERI,2002,1
ETH,ERI,2002,0
IRL,ERI,2002,7
NGA,ERI,2002,1
NOR,ERI,2002,7
SDN,ERI,2002,-0.4
SOM,ERI,2002,3
UGA,ERI,2002,1
USA,ERI,2002,2.68
YEM,ERI,2002,1
MAR,ESH,2002,1
ARG,ESP,2002,1.42222222222222
AUT,ESP,2002,1
BEL,ESP,2002,3.68571428571429
BGD,ESP,2002,3.4
BGR,ESP,2002,2.5
CAN,ESP,2002,4
CHN,ESP,2002,1
COL,ESP,2002,1.36
CUB,ESP,2002,1.36
CZE,ESP,2002,2.06666666666667
DEU,ESP,2002,1.75
DZA,ESP,2002,4.51904761904762
EGY,ESP,2002,0.25
FIN,ESP,2002,1
FRA,ESP,2002,1.02222222222222
GBR,ESP,2002,3.95
GIB,ESP,2002,1
GRC,ESP,2002,3.14285714285714
HND,ESP,2002,5
HUN,ESP,2002,1
IRL,ESP,2002,4.75
IRN,ESP,2002,1.55714285714286
ISR,ESP,2002,0.384615384615385
ITA,ESP,2002,2.1625
JOR,ESP,2002,4
JPN,ESP,2002,2.83333333333333
LBN,ESP,2002,1
LTU,ESP,2002,1.25714285714286
LUX,ESP,2002,1
MAR,ESP,2002,1
MDA,ESP,2002,2.2
MEX,ESP,2002,1
NGA,ESP,2002,4
NIC,ESP,2002,1
POL,ESP,2002,4
PRT,ESP,2002,8
PSE,ESP,2002,2.2
ROU,ESP,2002,3.5
RUS,ESP,2002,3.23333333333333
SAU,ESP,2002,2.7
SVK,ESP,2002,2.45555555555556
SVN,ESP,2002,1.475
SYR,ESP,2002,2.35
TUR,ESP,2002,2.90833333333333
USA,ESP,2002,2.36315789473684
VAT,ESP,2002,-2
VNM,ESP,2002,1
ZAF,ESP,2002,4.5
CHN,EST,2002,4.25
CZE,EST,2002,1
FIN,EST,2002,1
GBR,EST,2002,0
GEO,EST,2002,3
HRV,EST,2002,3.33333333333333
HUN,EST,2002,3
ITA,EST,2002,2.5
JPN,EST,2002,6.04
LTU,EST,2002,2.25
LVA,EST,2002,2.68
NOR,EST,2002,1
POL,EST,2002,2.5
RUS,EST,2002,3.7
SWE,EST,2002,2.8
TUR,EST,2002,1
UKR,EST,2002,7
USA,EST,2002,3.2
BDI,ETH,2002,7
BWA,ETH,2002,2.5
CAN,ETH,2002,4
CHN,ETH,2002,4.71111111111111
DEU,ETH,2002,4.5
DJI,ETH,2002,8
EGY,ETH,2002,1
ERI,ETH,2002,-2
FRA,ETH,2002,3.25
GBR,ETH,2002,3.725
IRL,ETH,2002,7
ISR,ETH,2002,7
ITA,ETH,2002,7
KEN,ETH,2002,4.75
NGA,ETH,2002,4
NLD,ETH,2002,8
RUS,ETH,2002,5.8
SDN,ETH,2002,2.98
SOM,ETH,2002,-0.9
TZA,ETH,2002,7
USA,ETH,2002,2.78484848484848
YEM,ETH,2002,1
ZAF,ETH,2002,7
ZWE,ETH,2002,4.6
ARM,FIN,2002,1.8
BGR,FIN,2002,4
DEU,FIN,2002,1
DNK,FIN,2002,1
ESP,FIN,2002,1
EST,FIN,2002,1
GRC,FIN,2002,1
IRL,FIN,2002,1
IRN,FIN,2002,3
KOR,FIN,2002,2.77
LBR,FIN,2002,3.4
LTU,FIN,2002,1.4125
MDA,FIN,2002,3.4
MOZ,FIN,2002,1.33333333333333
ROU,FIN,2002,1
RUS,FIN,2002,2.83888888888889
TUR,FIN,2002,1
USA,FIN,2002,4
AUS,FJI,2002,4
GBR,FJI,2002,3.7
IND,FJI,2002,1.35
JPN,FJI,2002,4.5
KEN,FJI,2002,0
MUS,FJI,2002,7
NZL,FJI,2002,1.9
SVK,FJI,2002,1
USA,FJI,2002,-0.3
AFG,FRA,2002,2.03225806451613
ARM,FRA,2002,2.02857142857143
AUS,FRA,2002,2
AUT,FRA,2002,1
AZE,FRA,2002,3.7
BDI,FRA,2002,4
BGD,FRA,2002,0
BGR,FRA,2002,4.23333333333333
BHR,FRA,2002,3.4
BIH,FRA,2002,1
BRA,FRA,2002,0.5
CHN,FRA,2002,2.775
CIV,FRA,2002,3
CMR,FRA,2002,1
COD,FRA,2002,0
CZE,FRA,2002,3.54545454545455
DEU,FRA,2002,2.803125
DNK,FRA,2002,2
DZA,FRA,2002,4.2
EGY,FRA,2002,2.74
ESP,FRA,2002,2.59
ETH,FRA,2002,1
FIN,FRA,2002,3.4
GAB,FRA,2002,5.5
GBR,FRA,2002,1.575
GEO,FRA,2002,1.96
GRC,FRA,2002,3.5
HRV,FRA,2002,3.7
HTI,FRA,2002,2.8
HUN,FRA,2002,1.6
IND,FRA,2002,2.23333333333333
IRN,FRA,2002,2.18333333333333
IRQ,FRA,2002,4
ISR,FRA,2002,1.9
ITA,FRA,2002,1.58421052631579
JOR,FRA,2002,2.5
JPN,FRA,2002,2
KAZ,FRA,2002,1
KGZ,FRA,2002,0.857142857142857
KHM,FRA,2002,2.26666666666667
KOR,FRA,2002,1
LBN,FRA,2002,3.05833333333333
LTU,FRA,2002,0.666666666666667
LVA,FRA,2002,1.96
MAR,FRA,2002,2.46666666666667
MDA,FRA,2002,8
MDG,FRA,2002,6.5
MEX,FRA,2002,4
MKD,FRA,2002,1
MLI,FRA,2002,2.5
MRT,FRA,2002,4
NCL,FRA,2002,0.7
NGA,FRA,2002,1.26666666666667
NLD,FRA,2002,1.33333333333333
NOR,FRA,2002,2.5
PAK,FRA,2002,1.55555555555556
POL,FRA,2002,2.3
PRI,FRA,2002,1
PRT,FRA,2002,0.666666666666667
PSE,FRA,2002,3.77142857142857
PYF,FRA,2002,4.54545454545455
ROU,FRA,2002,2.2
RUS,FRA,2002,2.31382978723404
SAU,FRA,2002,3.4
SDN,FRA,2002,3.8
SEN,FRA,2002,2.4
SGP,FRA,2002,0
SOM,FRA,2002,3.4
SVK,FRA,2002,2.44
SVN,FRA,2002,1
SYR,FRA,2002,2.93529411764706
TCD,FRA,2002,3.82857142857143
TJK,FRA,2002,1.95333333333333
TKM,FRA,2002,3
TUN,FRA,2002,2.125
TUR,FRA,2002,1.83157894736842
TWN,FRA,2002,2.2
TZA,FRA,2002,1
USA,FRA,2002,2.35492957746479
UZB,FRA,2002,2.45
VEN,FRA,2002,1
VNM,FRA,2002,2.8
YEM,FRA,2002,1
ZAF,FRA,2002,2.52
ZWE,FRA,2002,3.4
BDI,GAB,2002,1
CAF,GAB,2002,1.9
FRA,GAB,2002,7
MAR,GAB,2002,7
USA,GAB,2002,1.4
ZMB,GAB,2002,0
AFG,GBR,2002,2.44925373134328
AGO,GBR,2002,2.2
ALB,GBR,2002,1.9
ARE,GBR,2002,3.4
ARM,GBR,2002,2.2
AUS,GBR,2002,1.9125
AZE,GBR,2002,1.51428571428571
BGD,GBR,2002,2.04444444444444
BGR,GBR,2002,3.51304347826087
BHR,GBR,2002,7
BIH,GBR,2002,3
BLR,GBR,2002,3.4
BRA,GBR,2002,3.33333333333333
CAF,GBR,2002,3.4
CAN,GBR,2002,2.45
CHE,GBR,2002,1
CHL,GBR,2002,1
CHN,GBR,2002,1.83125
COD,GBR,2002,1
COL,GBR,2002,4
CZE,GBR,2002,2.06851851851852
DEU,GBR,2002,2.04761904761905
DZA,GBR,2002,2.6
EGY,GBR,2002,2.93454545454545
ESP,GBR,2002,3.64117647058824
ETH,GBR,2002,3.93333333333333
FJI,GBR,2002,1.7
FRA,GBR,2002,2.06818181818182
GEO,GBR,2002,1
GHA,GBR,2002,4.66666666666667
GIB,GBR,2002,-2
GRC,GBR,2002,2.2
GRD,GBR,2002,4
HRV,GBR,2002,4
HUN,GBR,2002,4.2
IDN,GBR,2002,4
IND,GBR,2002,3.17558139534884
IRL,GBR,2002,2.16363636363636
IRN,GBR,2002,1.25
IRQ,GBR,2002,1.48461538461538
ISR,GBR,2002,2.43333333333333
ITA,GBR,2002,3.025
JAM,GBR,2002,0
JOR,GBR,2002,2.21428571428571
JPN,GBR,2002,3.21
KAZ,GBR,2002,1
KEN,GBR,2002,1.36923076923077
KHM,GBR,2002,0.5
KOR,GBR,2002,3.4
KWT,GBR,2002,1
LBR,GBR,2002,1.6
LBY,GBR,2002,2.58
LTU,GBR,2002,2.5
LVA,GBR,2002,3.4
MDA,GBR,2002,1
MEX,GBR,2002,3.76666666666667
MKD,GBR,2002,2.5
MNG,GBR,2002,3.4
MOZ,GBR,2002,0.333333333333333
NAM,GBR,2002,-1.34117647058824
NGA,GBR,2002,1.86315789473684
NLD,GBR,2002,0.666666666666667
NPL,GBR,2002,3.33333333333333
NZL,GBR,2002,2.06666666666667
PAK,GBR,2002,2.11272727272727
PER,GBR,2002,1
PNG,GBR,2002,3.4
POL,GBR,2002,3.4
PSE,GBR,2002,2.78695652173913
QAT,GBR,2002,1
ROU,GBR,2002,2.04444444444444
RUS,GBR,2002,2.79298245614035
RWA,GBR,2002,2.8
SAU,GBR,2002,1
SDN,GBR,2002,2.15
SEN,GBR,2002,3.1
SGP,GBR,2002,2.38
SLB,GBR,2002,2.2
SLE,GBR,2002,2.4
SRB,GBR,2002,2.9
SVK,GBR,2002,2.70909090909091
SVN,GBR,2002,1
SWE,GBR,2002,4.6
SWZ,GBR,2002,1
SYR,GBR,2002,3.22352941176471
THA,GBR,2002,3.975
TKM,GBR,2002,0
TUR,GBR,2002,0.615
TZA,GBR,2002,3.75
UGA,GBR,2002,1.66666666666667
UKR,GBR,2002,3
USA,GBR,2002,2.91198830409357
UZB,GBR,2002,1
VAT,GBR,2002,1.7
VNM,GBR,2002,5.7
YEM,GBR,2002,7
ZAF,GBR,2002,1.27916666666667
ZMB,GBR,2002,1
ZWE,GBR,2002,-2.11818181818182
ARM,GEO,2002,3.26470588235294
AZE,GEO,2002,2.75
BEL,GEO,2002,4
DEU,GEO,2002,1
DNK,GEO,2002,3.4
FRA,GEO,2002,1.75
GBR,GEO,2002,2.1
ITA,GEO,2002,4
LTU,GEO,2002,2.6125
LVA,GEO,2002,0.75
PRT,GEO,2002,3
ROU,GEO,2002,3.375
RUS,GEO,2002,2.006
TUR,GEO,2002,4.57142857142857
UKR,GEO,2002,1
USA,GEO,2002,3.20975609756098
BFA,GHA,2002,1
CAN,GHA,2002,1
CHN,GHA,2002,5.8
DEU,GHA,2002,7
GBR,GHA,2002,6
IND,GHA,2002,3
NAM,GHA,2002,4
RUS,GHA,2002,0.4
SDN,GHA,2002,4
SLE,GHA,2002,1
SWZ,GHA,2002,4
ZWE,GHA,2002,4
GBR,GIB,2002,1.48
AGO,GIN,2002,1.9
GNB,GIN,2002,0
LBR,GIN,2002,-2
SAU,GIN,2002,1
SEN,GIN,2002,1
SLE,GIN,2002,2.9
GNB,GMB,2002,-2
NGA,GMB,2002,1
SEN,GMB,2002,3.4
SLE,GMB,2002,2.8
SEN,GNB,2002,4
CUB,GNQ,2002,1
AFG,GRC,2002,1
AGO,GRC,2002,0
ALB,GRC,2002,2.88
ARM,GRC,2002,1.9
AUS,GRC,2002,2.18888888888889
BEL,GRC,2002,4
BGR,GRC,2002,2.33333333333333
BIH,GRC,2002,2
CHN,GRC,2002,1.99090909090909
CUB,GRC,2002,1
CYP,GRC,2002,1.90625
DEU,GRC,2002,2.66666666666667
DNK,GRC,2002,1.5875
DZA,GRC,2002,1
EGY,GRC,2002,7
ESP,GRC,2002,5.5
FIN,GRC,2002,1
FRA,GRC,2002,3.4
GBR,GRC,2002,1.875
HRV,GRC,2002,7
IND,GRC,2002,1
IRN,GRC,2002,1
ISR,GRC,2002,0.75
ITA,GRC,2002,2
JPN,GRC,2002,3.12857142857143
KOR,GRC,2002,-2
LBN,GRC,2002,1
LTU,GRC,2002,4
MKD,GRC,2002,0.5
MLT,GRC,2002,1.45
MNE,GRC,2002,6.4
NOR,GRC,2002,2.8
NZL,GRC,2002,4
PRT,GRC,2002,4.12
PSE,GRC,2002,1.9
ROU,GRC,2002,2.72727272727273
RUS,GRC,2002,3.13333333333333
SAU,GRC,2002,3.1
SOM,GRC,2002,1
SRB,GRC,2002,1.6
SVK,GRC,2002,1.38571428571429
SYR,GRC,2002,4.6
TKM,GRC,2002,1
TUR,GRC,2002,1.75263157894737
UKR,GRC,2002,1
USA,GRC,2002,2.88181818181818
VAT,GRC,2002,0
CAN,GRD,2002,1
BLZ,GTM,2002,1
HND,GTM,2002,1
MEX,GTM,2002,-5
NIC,GTM,2002,1
PER,GTM,2002,-2
SLV,GTM,2002,1
TWN,GTM,2002,3.1
USA,GTM,2002,3.8
AZE,GUM,2002,0
GBR,GUY,2002,4
KOR,GUY,2002,0
SUR,GUY,2002,1
TTO,GUY,2002,8
CHN,HKG,2002,1.64782608695652
GBR,HKG,2002,2
GTM,HKG,2002,0
HRV,HKG,2002,8
KOR,HKG,2002,1
MNG,HKG,2002,1
PHL,HKG,2002,0
THA,HKG,2002,1
TWN,HKG,2002,0.2
VNM,HKG,2002,1
ESP,HND,2002,7
GTM,HND,2002,1
MEX,HND,2002,4
NIC,HND,2002,1
PAN,HND,2002,7.4
SLV,HND,2002,1
TWN,HND,2002,1.9
USA,HND,2002,3
AUT,HRV,2002,2.8
BEL,HRV,2002,5.26
BGR,HRV,2002,2.5
BIH,HRV,2002,2.9
CHE,HRV,2002,1.9
CHN,HRV,2002,2.14285714285714
CYP,HRV,2002,1
CZE,HRV,2002,1
DEU,HRV,2002,5.83333333333333
DNK,HRV,2002,1
EGY,HRV,2002,1
EST,HRV,2002,3.33333333333333
FRA,HRV,2002,4
GBR,HRV,2002,3.5
GRC,HRV,2002,7
HKG,HRV,2002,8
HUN,HRV,2002,1.57142857142857
IDN,HRV,2002,5.11538461538462
ISR,HRV,2002,1.75
ITA,HRV,2002,7
JPN,HRV,2002,3.3
LBN,HRV,2002,7
LKA,HRV,2002,2.5
LTU,HRV,2002,1
LVA,HRV,2002,4.33333333333333
MDA,HRV,2002,4.46666666666667
MKD,HRV,2002,1.9
MNE,HRV,2002,0
NLD,HRV,2002,-2
NOR,HRV,2002,1
NZL,HRV,2002,1.9
POL,HRV,2002,2.8
ROU,HRV,2002,5.33333333333333
RUS,HRV,2002,4
SGP,HRV,2002,3.4
SRB,HRV,2002,5.03333333333333
SVK,HRV,2002,2.5
SVN,HRV,2002,3.36612903225806
THA,HRV,2002,5.2
TUR,HRV,2002,2.55
UKR,HRV,2002,1
USA,HRV,2002,2.72352941176471
BHS,HTI,2002,0
DMA,HTI,2002,-2
DOM,HTI,2002,4.5
FRA,HTI,2002,0.95
GUY,HTI,2002,0
TWN,HTI,2002,0.75
USA,HTI,2002,1
AUT,HUN,2002,4.4
BGR,HUN,2002,5.33333333333333
CZE,HUN,2002,2.5
DNK,HUN,2002,1
ESP,HUN,2002,1
FRA,HUN,2002,1.975
GBR,HUN,2002,4.2
HRV,HUN,2002,1.5
IDN,HUN,2002,2.33333333333333
ITA,HUN,2002,3.8
KHM,HUN,2002,1.7
POL,HUN,2002,1.4
ROU,HUN,2002,2.85384615384615
RUS,HUN,2002,1.78
SVK,HUN,2002,2.625
SVN,HUN,2002,0.5
TUR,HUN,2002,1.6
UKR,HUN,2002,4.375
USA,HUN,2002,2.525
ARM,IDN,2002,1
AUS,IDN,2002,1.84492753623188
BIH,IDN,2002,1
CHN,IDN,2002,2.845
CZE,IDN,2002,5.41428571428572
DZA,IDN,2002,1
EGY,IDN,2002,5.13333333333333
FIN,IDN,2002,0
FJI,IDN,2002,3.4
HRV,IDN,2002,5.45
HUN,IDN,2002,7
IND,IDN,2002,4.27692307692308
IRN,IDN,2002,3.33333333333333
IRQ,IDN,2002,1.3375
ITA,IDN,2002,1
JOR,IDN,2002,6
JPN,IDN,2002,3.26785714285714
KHM,IDN,2002,1
KOR,IDN,2002,3.36
MNG,IDN,2002,2.37142857142857
MYS,IDN,2002,3.776
NLD,IDN,2002,0
NZL,IDN,2002,2.29411764705882
PAK,IDN,2002,1
PHL,IDN,2002,7.2
PNG,IDN,2002,5.5
PRK,IDN,2002,2.6037037037037
PSE,IDN,2002,0
QAT,IDN,2002,1
THA,IDN,2002,2.45
TLS,IDN,2002,2.77
USA,IDN,2002,2.43924050632911
VAT,IDN,2002,1
VNM,IDN,2002,2.2
ZAF,IDN,2002,1
AFG,IND,2002,2.90757575757576
ARE,IND,2002,3
ATG,IND,2002,7
AUS,IND,2002,1
AZE,IND,2002,1
BGD,IND,2002,0.878571428571429
BLR,IND,2002,1.9
BTN,IND,2002,1
CHN,IND,2002,3.61
CYP,IND,2002,4.62857142857143
DNK,IND,2002,2.95
FJI,IND,2002,1
FRA,IND,2002,2.71428571428571
GBR,IND,2002,3.1037037037037
GHA,IND,2002,3.1
GRC,IND,2002,1
GRD,IND,2002,3
HRV,IND,2002,4
IDN,IND,2002,4.16875
IRN,IND,2002,1.5
IRQ,IND,2002,0.94
ISR,IND,2002,2.65384615384615
JPN,IND,2002,2.65757575757576
KAZ,IND,2002,2.4
KGZ,IND,2002,4
KHM,IND,2002,2.31818181818182
KOR,IND,2002,2.63333333333333
LAO,IND,2002,1.6
LBY,IND,2002,1
LKA,IND,2002,1.35243902439024
MDA,IND,2002,8
MDV,IND,2002,2.9
MMR,IND,2002,1
MNG,IND,2002,1
MUS,IND,2002,3.4
MYS,IND,2002,3.5
NLD,IND,2002,1
NOR,IND,2002,1.7
NPL,IND,2002,2.55
NZL,IND,2002,2.8
PAK,IND,2002,0.228110599078341
